"ids","X","L1","L2","A","C","Y"
41,3,0,1,0,1.35252977691498,0.970410058579492
42,2,0,0,1,23.7906008379019,2.64903718422654
43,2,0,1,1,1.7988314443398,5.9091435731639
44,2,1,1,1,11.3149679500514,1.03031423016434
45,2,1,0,1,32.3194014233863,0.356897538980336
46,3,1,1,1,4.86417458863278,0.807995403005691
47,2,1,0,1,11.5882433476406,1.72429011642775
48,1,1,1,0,5.55993871704643,6.22047288409285
49,2,1,0,1,27.0460518357933,1.80825522289346
50,1,1,0,0,13.3249098741645,1.72881941101881
51,2,1,0,1,7.49244518866051,1.56120069386716
52,3,0,0,1,6.323841942543,4.3759191481199
53,2,0,0,0,4.39290663191419,1.00313782967345
54,3,1,1,1,5.9509628492588,3.06371552694781
55,2,0,0,0,5.04047648817573,0.932637377841062
56,3,1,1,1,3.28658308108839,0.576533046179404
57,2,1,0,1,11.0527500339088,1.25380052366286
58,3,0,1,1,1.94356978282327,2.80755090278081
59,1,0,0,0,16.1827485614586,1.60920313863652
60,2,1,1,1,13.9195448842534,2.29749807317961
61,1,1,0,1,4.75304582738496,0.895615234199341
62,2,0,1,1,3.8677855152854,1.14020186875386
63,3,0,1,1,2.22095290918371,5.0809313764487
64,3,0,1,1,7.86429245549035,1.03767851565531
65,2,1,0,1,16.3972089045929,0.517779439680389
66,1,0,0,1,20.6722996235644,6.66703675161437
67,3,1,1,1,3.09195363782638,2.21653175224045
68,3,1,1,1,7.65397150005171,0.238887985954041
69,3,0,1,1,1.44080789475314,1.89123583813666
70,3,1,1,1,3.9648642485195,1.2060256792583
71,3,1,1,1,8.48078366992471,2.07568077055022
72,1,1,0,1,23.2715181801755,6.11259260152463
73,3,1,1,1,3.67609569797062,0.603659158187212
74,3,1,1,1,5.84559585506994,3.68937009346004
75,3,1,0,1,7.1983628686653,0.709301706548527
76,1,0,0,1,7.96842922690852,3.57827146775116
77,3,0,1,1,3.88238806622959,2.22756827435612
78,2,0,0,1,4.18327579136912,2.44011437362604
79,1,1,0,1,8.21925671973665,2.46131355823744
80,3,1,1,1,2.98737824492292,1.51231708689543
81,3,1,0,1,16.3724411373615,0.842772218003111
82,2,0,0,1,11.5216966218285,1.99043291692174
83,1,0,0,1,13.9975046077796,7.17603409643626
84,3,1,1,1,9.34933297512755,1.80314311657276
85,2,1,0,0,7.2167384478074,1.3478519039899
86,3,1,1,1,5.87314253910771,2.73492597786708
87,3,1,1,1,4.38107897411192,1.3775432163489
88,2,0,0,1,3.54483415352389,1.82657263926961
89,3,1,1,1,3.86178663826864,2.75234185607682
90,1,1,0,1,27.6319271440545,5.36887197515838
91,3,0,0,1,4.3301893687485,0.862856166669008
92,3,1,1,1,7.36962954743277,3.5725810976305
93,2,1,1,1,4.7217080458499,1.44689502891304
94,2,1,1,1,16.0208658058206,0.333747982716938
95,3,0,1,1,3.09338318124488,1.52328480390071
96,3,1,0,1,20.3686730199559,0.765705802586956
97,2,1,1,1,14.1887122081564,3.69711523875876
98,3,1,1,1,4.01908873941865,0.579346804112213
99,3,1,1,0,3.94364463805356,4.00417091501882
100,2,0,0,1,10.9299571137869,3.45178197400701
101,3,1,0,1,13.4032945257612,0.994963766664756
102,3,0,1,1,3.07815398655673,1.56213394761079
103,3,1,1,1,11.2944954410834,2.46023291941479
104,2,0,1,0,6.11193344591962,2.36926238319366
105,3,1,1,1,2.93899077222489,2.96700540636342
106,3,0,1,1,4.52497523279065,4.54298845679413
107,3,1,1,1,3.64260098414815,2.22130261659348
108,2,1,0,0,4.56363198067357,1.19536225396105
109,2,1,0,1,15.2547310733299,2.5978628211784
110,3,1,1,0,0.754174062686838,0.801943457302654
111,1,1,0,1,8.58818487002776,4.1086099312298
112,2,1,0,1,13.4639292960716,5.88123970711628
113,2,1,1,0,3.12136886830994,1.46808540623182
114,3,0,1,1,6.25955985451995,3.14824475257609
115,2,1,0,1,12.1003474123276,1.20162848208764
116,3,1,1,1,3.83416405539441,0.541749019232748
117,3,1,1,1,5.92244000521148,1.09294241384522
118,1,0,0,0,14.2595852939851,1.10516833307592
119,1,1,0,0,16.249217484263,2.55250044122858
120,1,1,1,0,3.46176331246449,1.46791054855446
121,1,0,0,0,11.3381279724288,2.46062031654769
122,2,0,0,1,12.7289094516927,1.35964107295511
123,2,0,0,1,10.015979982977,2.29329468994516
124,2,1,0,1,17.7588560114324,0.930607577511109
125,3,1,1,1,5.96001021886578,2.1502124923481
126,1,0,0,1,19.2282754782436,2.46927691286434
127,1,0,0,0,5.19553422105998,0.672968516438858
128,2,1,1,1,9.20613655772879,1.90361944168722
129,3,0,0,1,1.93561639292777,2.55360392884614
130,3,1,1,1,2.94987444701822,0.727316996466212
131,3,1,1,1,14.9369629012513,1.0470395466993
132,2,0,1,1,9.19699968140032,5.49693517440886
133,2,0,1,1,1.79166211577039,4.01262190005612
134,3,1,0,1,7.46165404184747,0.706393896166932
135,3,1,1,1,2.01470624889818,0.71184217290007
136,3,1,1,1,5.72508845031568,0.84563046450823
137,1,0,0,1,5.76559167229012,5.57466642638795
138,2,0,1,0,2.06263937896673,2.71926082686163
139,1,0,1,1,19.2059454754093,18.0104701584644
140,2,0,1,1,3.16476649887552,7.70929733558854
141,2,0,1,1,3.93255987913251,6.14272638711528
142,2,0,0,1,12.7833224767099,4.17361264725595
143,3,1,0,1,7.28463791844251,1.15089370874396
144,2,0,1,0,3.59522278073925,2.83800655132942
145,1,0,0,0,9.81194602352212,1.53659861907875
146,3,0,1,1,2.48254179554906,0.574006947464029
147,1,0,0,1,10.6176434920024,1.16088600261782
148,1,1,0,1,5.39149666602368,3.17487161250725
149,2,1,0,1,21.8889600485249,0.419890823456031
150,3,1,1,1,8.54516138378662,0.802342108257538
151,2,0,0,0,13.9999518700134,0.72985023106208
152,2,0,0,1,12.2142029474206,3.36818271660803
153,2,1,0,0,6.93631771957145,2.70056341446114
154,2,1,0,0,19.7252199696836,0.952941655485873
155,1,0,0,1,26.1865420582218,7.3886568855933
156,2,1,0,0,11.0103396266933,1.7767126990791
157,2,0,0,1,9.08316945278343,1.47212205383701
158,2,0,0,0,5.16145636519379,1.44280203623337
159,2,0,1,1,9.23588204368693,12.0273732586063
160,3,1,0,1,22.8357463777571,1.01071398683032
161,3,0,1,1,4.80158521830039,1.80732957417829
162,1,0,1,0,3.08943383803575,5.43397967023859
163,2,1,0,0,13.1758445730403,0.963062672235521
164,2,0,1,1,5.02943575645188,4.08778608451925
165,3,1,1,1,7.19336201599814,1.92196316705791
166,2,0,1,1,5.7101726524249,4.18682755774841
167,3,1,1,1,2.24629129370275,0.799227656478902
168,3,1,1,1,9.99301155145428,2.05959143259914
169,2,1,0,1,18.2031392765246,2.71418540287478
170,3,1,1,1,1.80453919412268,1.68615155032499
171,2,1,0,1,6.24116348337477,2.83133263011664
172,3,1,1,1,2.04265969213087,1.75765073388603
173,1,0,0,1,20.742027063019,4.42429219882039
174,3,1,1,1,3.45157075300842,2.92885449587022
175,1,0,1,0,7.1042879677563,5.80345066470999
176,3,1,1,1,6.26336100553573,2.64026750703428
177,1,1,0,1,46.137914302537,3.18880424991224
178,3,1,1,1,9.66984439117156,1.18146031628129
179,3,0,1,1,9.46289075260581,3.2031627303955
180,2,0,1,0,2.3283238732214,1.73514815574738
181,2,0,0,1,12.8320146223667,2.37517365234439
182,3,0,1,0,2.04782562839568,0.436557210755878
183,3,1,1,1,4.41866667626348,3.14406521767088
184,2,0,1,1,1.81032557548723,0.543026419301383
185,3,1,0,1,4.08215213575398,0.38309381658158
186,2,0,1,1,6.19288970500955,5.50297929911906
187,3,0,1,0,2.60770159323503,1.42303340223031
188,2,1,0,1,6.23765400706482,3.68051466833631
189,1,0,0,1,13.316696452653,3.17432065633224
190,2,0,0,1,4.32301814997276,0.628404825019164
191,1,1,0,0,0.111828600168092,0.618072619892735
192,2,1,0,1,16.9215886668939,2.07772242495553
193,2,1,1,1,2.6831132612174,3.96225844068074
194,1,0,1,1,3.20270153929383,9.76583640835289
195,2,0,0,1,13.0299849261637,3.64896275086855
196,3,1,1,1,4.42905770852196,0.568559580885878
197,1,0,0,0,18.7397419739102,1.90971341127956
198,3,1,1,1,2.73054409246864,3.66325052478504
199,1,0,0,1,15.9419349422965,6.24188742386464
200,1,0,0,1,5.5408027859209,7.25240981854297
201,2,1,1,1,21.8379387723156,2.40528001037435
202,1,0,0,1,15.7476262345109,6.03531960374926
203,1,0,0,0,3.45347575431553,1.23966517322589
204,3,0,1,1,3.74837541912043,4.91851162139677
205,2,1,1,1,17.1898228139258,3.327264834701
206,2,0,0,1,3.87124416937034,2.67757117453736
207,2,0,1,0,1.35917090685435,2.511720239164
208,3,0,1,1,4.00309134279301,4.75515446775539
209,1,0,0,1,32.7855708184656,7.20098723684764
210,2,0,0,1,9.68967657107821,1.36115025918513
211,3,1,1,1,10.4145835710209,1.42026166505109
212,3,0,1,1,3.50545231744385,4.56493262138902
213,3,0,1,1,5.45988136793204,3.85544226191118
214,3,0,1,1,3.02450407411537,6.04067367025491
215,3,0,1,1,3.99308937540066,2.88111531085389
216,2,0,0,1,17.3752079559314,2.75688523704394
217,3,0,1,1,3.06767789421716,4.50292723304573
218,2,0,0,1,6.2567169472026,0.52125686156769
219,2,1,0,1,11.2188811978918,2.82810971990131
220,3,0,1,1,1.75647432296151,1.24863240324813
221,2,0,1,1,7.39920892963094,6.6162851801909
222,1,0,0,1,24.063928581868,4.00617535166725
223,2,0,1,1,7.1325161363067,3.177944831494
224,2,1,0,1,0.914782464191941,2.12511708187125
225,3,1,1,1,2.93524515882116,3.22591983148286
226,1,1,1,0,4.98207691564505,3.18555254201156
227,3,0,1,1,2.77029345758675,0.739587061432375
228,2,0,1,1,10.3073884357786,5.95049502444436
229,2,0,0,1,6.61944413110137,6.09955526043778
230,1,0,1,1,12.4350030025935,11.8344866791736
231,3,1,1,1,5.50103438781656,1.221624340033
232,2,1,0,0,13.0178978341999,2.87022585039456
233,3,1,1,1,3.52758144434247,2.01829932101308
234,2,1,0,1,13.4330892603831,3.19288412720352
235,3,1,0,1,11.8091671344481,0.579699130098832
236,2,1,1,1,14.3395888474097,0.658423187457821
237,1,0,0,0,12.5590624967288,0.661084193784041
238,3,1,1,1,6.73767138918232,2.81182565043729
239,2,0,0,1,10.4167263476653,3.71576509749828
240,1,1,0,0,10.8101568078919,1.94912691743628
241,3,0,1,1,4.85416477842753,3.53627600388461
242,2,1,0,1,25.7460250463729,0.83029881911525
243,3,0,0,1,6.31933227160368,0.87571657469154
244,2,0,1,0,2.70653471014473,0.499611652672953
245,3,1,0,1,11.7006115407264,1.15744819523953
246,3,0,1,1,2.0574584205069,3.64814750064558
247,2,1,0,1,15.6903124488261,2.33067919688374
248,1,0,0,1,28.2753961635387,4.32564868052147
249,1,0,0,0,9.04630569556298,2.86840135766101
250,2,1,1,1,5.4266450629018,2.95544671914595
251,2,0,1,1,3.40625476587867,3.96652355415013
252,1,1,0,1,24.4928152301558,1.34654872798482
253,2,1,0,1,27.273253918357,0.73940511252792
254,3,1,1,1,7.17336835026577,1.45237151209472
255,2,0,0,1,14.2137341171387,2.03869307480287
256,3,0,1,1,4.38470737974244,1.15580934449979
257,3,1,0,1,4.35493697973475,2.02307435834283
258,3,1,1,1,6.49087852957362,0.42085395486666
259,2,0,0,0,5.34809097484465,0.980575485623072
260,2,0,0,1,9.45852428756197,2.9395545152999
261,2,0,0,1,8.58146448880135,0.889925961322548
262,2,0,0,0,3.23246354071597,0.419511128755789
263,3,1,1,1,0.692585286950207,2.94827922842566
264,3,0,1,1,2.81154633718064,3.20481172934961
265,3,0,1,0,2.16463185653696,1.29069718362536
266,3,0,1,1,3.73454406997361,3.64554506753503
267,3,1,1,1,3.82658548607067,2.69642257293068
268,2,0,0,1,11.7416597034301,1.148486289384
269,2,1,0,0,10.9674245421913,3.36904330009518
270,1,1,0,1,19.9113299306521,5.32712069793389
271,2,1,1,1,0.420817941175473,3.55454049313654
272,3,0,1,1,3.1694750828758,3.75164893310143
273,2,1,0,1,19.2621192225146,1.0451106851481
274,1,0,1,0,4.92740166244789,4.31095485156781
275,1,1,0,1,20.4831912093977,1.89792017919717
276,3,1,1,0,6.29649025510538,3.2074603251948
277,2,0,0,1,8.77327704926996,2.40663160315505
278,2,1,0,1,31.2148639955236,2.76251082615467
279,2,1,0,1,24.6019665785095,2.12041583488773
280,2,1,0,1,7.88546244261431,2.11619667594863
281,3,1,1,1,7.33470630559015,1.14589945652214
282,3,1,1,1,5.20009099081888,1.95141569675065
283,2,0,1,0,2.79416634256453,1.08073689316699
284,3,0,1,0,1.67112117169812,0.584963772461603
285,2,0,1,1,1.72988344566215,3.65695188671613
286,3,0,1,1,2.23563618590144,4.08423914368681
287,1,0,0,1,21.0540752767122,5.3404243498455
288,1,1,0,1,42.1302445443345,1.11580231627502
289,3,1,0,1,3.79887976624196,1.53423065906201
290,2,0,1,1,7.82637470803282,6.32780786073892
291,2,0,1,0,4.10882646010952,0.794379768883666
292,3,1,1,1,3.98675493684075,0.607582120020905
293,3,1,0,1,6.62496715212995,0.923262894492228
294,1,1,0,1,21.0196481654968,2.99080684645674
295,2,0,1,1,3.00750423083201,8.85183917310738
296,2,1,0,1,5.0984917487312,1.7773929192187
297,3,0,1,1,3.10817780604593,5.61977921822014
298,3,1,0,1,19.384408333814,1.41099428884552
299,2,1,0,1,16.4752277735465,0.589082326531954
300,1,0,0,0,10.1978408826491,0.707184676173802
301,1,0,0,1,10.5333846767985,4.63860153890065
302,2,1,0,1,22.6961125229588,1.5425891633792
303,1,0,0,1,16.7820747465058,5.40845745202159
304,2,0,1,1,1.48587926444478,7.03452891474189
305,3,1,1,1,9.64220401311314,3.3409054900889
306,3,1,1,1,10.8763486797799,1.22717251718711
307,3,1,0,0,1.08235412963009,0.751427168143465
308,3,0,1,0,2.52408151047601,0.806411943222163
309,3,1,0,1,3.94315055202564,0.945812086510323
310,3,0,1,1,4.18188473159223,2.9823008193721
311,2,0,0,0,10.7346601617968,1.61068393283052
312,3,0,1,1,4.7131535361242,1.26861180675255
313,1,1,0,1,17.0777930240859,4.23519608843185
314,2,0,0,1,3.21643989623318,4.00727778643325
315,3,0,1,1,2.65227388375092,2.72657594548985
316,3,0,0,1,8.49333541772061,2.53544975793241
317,1,0,0,0,8.61671119708781,1.40178028886121
318,2,0,1,1,14.6798404460069,8.09049168531612
319,2,0,1,1,5.39979047653239,12.0148325837181
320,3,0,1,1,6.01370004663429,0.870306224267833
321,3,1,1,1,9.6562485952108,1.3350864646444
322,1,1,0,1,10.3719498290215,2.22367891195492
323,3,1,1,1,3.82966001070558,0.646422507263199
324,3,1,1,1,6.32925939075844,2.37343232776215
325,1,1,0,1,45.4921334379417,4.04719120022235
326,1,0,0,1,11.3234457912948,4.72513021893617
327,3,0,1,1,3.52912627847038,4.80269675693114
328,3,1,1,1,6.52248055679499,0.36534626843434
329,2,0,0,1,15.0439581120857,2.56400798404453
330,3,1,0,1,4.82490049656471,0.546067474291685
331,2,1,0,0,7.27147016762931,0.871049903079028
332,2,0,1,1,7.62723178487409,6.56125042945882
333,2,1,0,1,24.3546268495939,1.74181190607235
334,1,1,0,1,18.1662505506803,5.75231855902616
335,3,0,0,1,9.88485400066859,1.88522294679737
336,1,1,0,0,9.94344463936017,2.07589799832204
337,2,0,1,1,7.8174073341345,1.28519188600053
338,3,0,1,1,2.12278877310703,4.4455831404459
339,3,0,1,1,5.40550480848408,3.35051418370789
340,2,0,1,1,8.60275273917869,4.89296408926122
341,3,1,1,1,1.38183921635732,1.32144464361261
342,2,0,1,1,6.06839486480011,7.0193245754395
343,3,1,1,1,1.67334477764871,1.19592800386744
344,1,1,0,1,49.3569607941981,5.38315492452746
345,3,0,1,0,2.99708909904408,1.262052534449
346,2,1,0,1,16.8404707363046,1.21019142060021
347,2,0,0,1,13.5952043134137,2.76046293551082
348,3,1,1,1,6.36796475678711,2.19303139774211
349,3,1,1,1,3.84187910145523,0.55667650641648
350,3,1,0,1,13.0105717106293,0.553839044028894
351,3,1,1,1,3.37234543151266,1.90804816775481
352,1,0,0,1,27.4221321473718,3.69731193892274
353,2,0,0,1,13.4149125447326,1.86619268194127
354,2,1,1,1,9.60149406677966,3.44947586458314
355,2,1,0,1,11.5639802066585,3.31377648044952
356,2,0,0,1,15.8839703526314,3.50538902857386
357,2,0,0,1,5.88975120692678,2.71290298879498
358,1,1,0,0,19.7990159864846,1.58109806568449
359,2,0,1,1,9.13854652966654,6.7501964895429
360,3,1,1,1,9.982060557816,2.68347372759932
361,1,0,0,0,6.63304888483315,2.53720643491881
362,2,1,0,1,6.74265064206713,1.19115320709258
363,3,0,1,1,3.14104296594623,0.267613498826081
364,1,0,0,0,14.4142438758584,1.57215753082964
365,3,1,1,1,9.99550293615282,1.74224949443971
366,3,1,1,1,8.83941122937417,2.78382970301285
367,3,0,1,1,4.79694248515754,6.0877420838655
368,2,1,0,1,7.52839340806997,0.821134508204742
369,3,1,1,1,4.55322903761087,0.130802710921542
370,3,1,0,0,4.19715676300856,0.892684221605247
371,3,1,1,0,1.414617402918,0.994700284015014
372,3,1,1,1,2.36690348154429,2.74961783981488
373,2,1,0,0,4.04452690011992,3.02010438932728
374,3,1,1,1,8.79343436932077,3.65343575735685
375,2,0,0,1,8.1661807705859,3.18148812960691
376,3,1,1,1,5.25616226492346,0.112479418657743
377,1,1,0,1,22.8380251351977,1.20174956473358
378,1,0,0,0,8.05018384210968,0.929529237953766
379,1,0,0,0,6.795311875676,2.3713651729352
380,2,0,0,1,15.7527500025154,3.78162970560938
381,2,1,1,0,8.48899494337823,2.8057724347785
382,3,0,1,1,3.79891228682396,1.946106285114
383,2,0,1,0,1.47379538367546,2.6914917968261
384,1,1,0,0,14.4671335323322,7.90331341699834
385,3,0,1,1,2.48681741573721,5.6413883940608
386,2,0,1,1,7.72762293314954,2.85289803944916
387,3,0,1,1,4.59167155146008,1.56009170683094
388,3,1,0,1,9.63645017308454,0.742121533118583
389,2,1,0,1,15.4016464323903,0.577848325529065
390,2,1,0,1,20.7054307510552,1.7877074866212
391,3,1,1,1,7.73448992473857,3.61838997990305
392,1,0,0,1,22.8963585801916,3.72461568893648
393,2,1,1,1,13.901577223968,5.27689483369792
394,2,1,0,1,15.1750265885573,2.18658871597506
395,1,1,0,0,11.7861060092285,4.56113669566768
396,3,0,1,1,4.44238062269285,2.24727811683919
397,2,1,0,0,15.6757145235413,2.20367670028518
398,1,0,0,1,8.75918340107326,9.32245237892568
399,1,0,0,0,0.391424516643,3.43467777267566
400,3,1,0,1,3.60704576259328,2.45197162276524
401,3,0,1,1,4.91956982211478,2.07088746038067
402,2,0,0,1,5.01620064823938,2.23380645960446
403,2,0,1,1,8.22970735843898,3.39556775037113
404,3,0,1,1,2.21466844863781,7.87399545137725
405,3,0,1,1,2.21850405386663,3.29402645319332
406,2,1,0,1,10.8473589535505,1.44252379712915
407,3,1,0,1,0.422963658163399,1.1407166940642
408,2,1,0,1,9.88439435596927,1.29339163957824
409,1,0,0,0,2.60156296107092,2.14204730554123
410,3,0,1,1,7.01896303082531,3.43449717346953
411,1,0,0,0,25.1885804942055,1.69605258558163
412,2,1,1,1,9.3079604668574,6.43590924727276
413,1,0,0,1,3.66554568805246,6.17739612446449
414,2,0,1,1,10.6153000432363,1.80775350670002
415,2,0,0,0,5.09073683819521,2.17222135549895
416,2,1,0,1,36.8883295844308,2.34762608353643
417,2,1,0,0,6.01605745132229,0.246606857676816
418,2,1,0,1,1.54128419681088,1.4990619081853
419,2,0,0,1,7.99953542590897,2.43323142625643
420,3,1,1,0,2.11184832174901,2.5581290794799
421,3,1,0,1,6.08604244215773,2.28715925322555
422,3,0,1,1,1.28873958108972,2.73136114235842
423,3,0,1,1,0.715972207894976,3.7787572590843
424,1,0,0,1,11.1528860090332,11.1822349625461
425,2,0,0,1,6.06924755180886,2.23946630727737
426,2,1,0,1,14.9823078610723,1.02010013795752
427,2,0,1,1,9.57620029449637,6.09539982835533
428,3,1,1,0,3.76339101540302,0.693217046672758
429,3,1,0,1,15.9297276085595,2.25073491000929
430,3,0,0,1,6.55061330387923,2.27001277376354
431,2,0,1,0,1.24013502892913,0.782905954624153
432,3,1,1,1,9.51293747601864,1.02120749112575
433,3,0,1,1,3.71400881900376,4.1894810429606
434,1,0,0,1,30.0965258098612,9.84475419393608
435,1,0,0,0,8.1603950075352,1.01585839343246
436,2,0,0,0,3.9060417100018,0.586430981961165
437,1,0,0,0,14.1146063938607,1.75371329310354
438,3,0,1,0,2.87020849727129,0.438404094416977
439,3,1,0,1,16.2641362924651,0.722328726872196
440,3,0,1,1,1.71185260314248,6.07444132718876
441,3,1,1,1,11.0860115756422,3.38108802214005
442,1,0,0,0,7.34883785485698,1.14553965235777
443,1,1,0,0,12.6967910808756,1.29980156827618
444,2,0,0,1,7.51671810884754,2.58517805054186
445,3,1,1,1,0.457435794382261,2.20222012865061
446,2,0,1,0,2.97337645262405,2.86708274811201
447,2,0,1,1,11.953740803526,5.36560578250133
448,1,1,0,1,24.9612044823368,1.54340809004321
449,1,0,0,1,18.3174699788879,10.3579149043089
450,3,1,1,1,1.94819202689742,0.767183805586206
451,2,0,1,0,2.93217725718886,3.12760336203929
452,2,0,1,1,5.49723952887569,6.19376637489024
453,2,1,0,0,11.1213861161493,1.65925488050555
454,2,1,1,1,7.11911772041683,3.27701922903692
455,2,0,0,1,5.75061752659887,4.57693440783688
456,3,0,1,1,3.32765349104612,3.64346272425038
457,1,0,1,0,5.8707555838895,4.01709380796385
458,1,1,0,0,6.5959461206519,0.894479881812165
459,3,0,1,1,3.38005408593364,0.93856322142008
460,3,0,1,1,2.13430819159604,0.572543234872255
461,1,0,0,1,17.2435295576299,0.722500181116528
462,2,1,0,0,14.2654216196242,0.0350874549961209
463,2,1,0,0,15.9978748326196,2.52433550327268
464,3,1,1,1,8.53109233004914,0.254128525661024
465,3,1,1,1,2.83379637386262,1.82320136197298
466,2,1,0,1,25.9634746209713,2.04203460358535
467,3,1,0,1,5.9059834464965,0.422099731914359
468,3,1,1,1,6.09445934280412,3.19884149243992
469,1,1,1,1,10.0585373046683,4.34411437969921
470,1,0,0,0,14.8477449749856,1.4787876065708
471,2,1,0,1,13.8547397119088,1.76215523259532
472,2,1,0,1,21.4225138347587,1.78639606188365
473,1,1,1,1,19.4977976046057,4.78013147834029
474,3,1,0,0,4.90602791608441,1.40768509732037
475,2,1,1,1,8.94274734989538,0.940497468272716
476,3,1,1,1,13.8062483173991,2.08128838265422
477,3,0,1,1,2.44987515500942,4.30364993153687
478,2,1,0,1,26.9427249651702,0.874360876758629
479,3,0,1,1,4.80257629264211,3.32081951247416
480,3,1,1,1,9.45572378865471,3.59624964351721
481,1,0,1,0,9.75502839125304,1.22443309956739
482,3,1,1,1,6.82602001183814,3.4071724536445
483,3,0,1,1,6.56423607612795,0.225066432236194
484,3,0,1,1,1.45975402166112,3.50116026554329
485,2,1,1,0,8.79398648744938,2.66405072640748
486,3,1,1,1,6.78368038799963,1.24577903310159
487,3,0,1,1,2.48995133685724,1.97094329917138
488,1,0,0,1,3.26896477655849,3.46086691218662
489,3,1,1,1,6.66299091213906,2.11702392212394
490,1,1,0,0,26.7021402724054,3.86220415118454
491,3,1,1,1,4.93440836007085,4.65134030665685
492,3,1,0,0,3.46822350242097,1.50604326645233
493,3,0,1,1,4.12489646924198,2.65629971017129
494,3,0,0,1,4.57558015242852,1.85339826530768
495,2,0,1,1,9.25296715840358,5.56396009766782
496,2,0,1,0,3.78093877894423,1.42381366538711
497,3,1,1,1,3.66101278782823,2.46736485560216
498,3,0,1,0,4.50483198959512,1.37438330767181
499,2,0,0,1,3.9783928236567,2.48367744334752
500,2,0,1,1,11.5212969397411,7.17566611892519
501,3,1,1,1,8.47873318781636,4.30887882854979
502,3,1,1,1,4.72690760046078,1.80856394111821
503,1,0,0,1,31.8719567135306,3.49674192498084
504,1,0,1,1,5.02676985365174,4.92247116950551
505,2,1,1,1,11.754822883391,1.17385592941545
506,2,0,1,1,5.1423453017471,2.33549504985977
507,1,0,0,0,9.18172772014541,0.989607063159266
508,1,1,0,0,18.4416132736284,1.39740402728384
509,2,1,1,1,3.98401295343116,1.72078688225011
510,3,1,1,1,8.21301239298989,0.838719208335219
511,2,0,1,1,3.03714004273412,3.47021400274261
512,1,0,0,0,11.8370247437663,0.575178983502254
513,3,0,1,1,4.67992038364135,8.49197668889921
514,3,1,1,0,2.97602568879841,1.89662519010061
515,3,0,1,1,4.42581393593257,2.23971500796143
516,3,1,0,1,16.337932428022,1.8913516861933
517,3,1,1,1,5.2030653347798,3.10296635962313
518,1,0,0,0,4.30211008766197,0.833092405344438
519,3,1,1,1,5.77704603076583,1.85631494822864
520,3,0,1,1,3.82555688633015,3.38296154454572
521,3,1,1,1,3.70756798718724,0.728440062437154
522,3,1,1,1,4.26208284722481,0.770977578617706
523,3,1,1,1,7.95084911122391,2.08870770586436
524,2,0,1,1,6.97123256536752,6.88664168883327
525,2,0,1,1,10.8116204919958,6.32823144256783
526,1,0,0,0,6.1965742542133,2.01759388613918
527,3,1,0,1,4.29591363767802,2.5610032599637
528,2,1,0,0,14.6713449609969,2.18142773171305
529,2,1,0,1,12.3168844449217,1.16644929896149
530,3,0,0,1,1.9975511927001,1.08658583824164
531,2,1,1,1,9.18467134745867,2.12425694787216
532,2,0,1,1,9.66957410920348,8.30574490532791
533,2,1,0,1,21.3327261180993,1.2613705778315
534,3,1,1,1,3.02708067879909,0.9714680658345
535,1,0,0,0,19.2143328911468,0.756321140424594
536,2,1,0,1,23.1466747949839,2.7100180344832
537,2,0,1,1,2.52373526724891,4.5708275857151
